Name,ID,Zip,County,Address,Latitude,Longitude
Mix 2455N3V0S9,ec3xc872,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2455N3V2S9,ec3u1sfa,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2460GARCS0,ec3gnn8n,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2460N15F00,ec3d9rb0,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2460N1H0S0,ec379k76,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2460N1H0SK,ec3kk742,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2460N3R2PV,ec3ngwhq,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2460N3RCS0,ec36e9x1,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246HCG3F00,ec3c99rg,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246HN17000,ec380w0j,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246HPG7300,ec3z40rb,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246HPG8F00,ec3wbg7z,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KCG3300,ec3hckgs,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KCG3F00,ec3a5nsg,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KN1H0S0,ec381kg3,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KPG5F00,ec3wnsk7,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KPG7300,ec37j8tw,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KPG8F00,ec3c8y2w,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2470N3R2S0,ec369meu,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 247KN37000,ec34ns7q,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 2480N6R2S0,ec3w8kcr,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24C1LAW0H9,ec3qds65,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24F0N1H0S0,ec36xeug,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24F2N1AFM0,ec3cbz7u,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24F2N3R3P0,ec3wm3h0,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24F2N3RCP0,ec3bkn0h,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24F4N1H0SK,ec3kdga4,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24F5N1LAS9,ec390tee,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 24V2N1A00M,ec37ec9p,97231,Multnomah Co.,"12222 NW Marina Way, Portland, OR 97231, United States",45.611443,-122.792868
Mix 246KPG8F00,ec3n6abh,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
Mix 246KCG3F00,ec3m88bq,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
Mix 2430B1H0S0,ec3tzf6n,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
Mix 246KPG5F00,ec3aqbnh,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
Mix 2440PGH2M0,ec3mjnhf,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
Mix 2444N17009,ec328f33,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
Mix 2450N3R2S0,ec3dz7ha,97060,Multnomah Co.,"5540 NE Sundial Rd, Troutdale, OR 97060, United States",45.5605517,-122.4077134
